100000
prs92	4705414	1770425
prs93	2726286	-2734075
prs94	1065609	134930
prs95	1424431	2863966
prs96	2823250	1623982
prs97	7339276	-4387260
prs98	1072502	1833605
prs99	1813744	-1426607
prs100	9726346	2177028
prs101	5439119	-2223230
prs102	3222668	-968499
prs103	9765783	4292997
prs104	5585438	-569890
prs105	7131348	2390960
prs106	3905639	-2931916
prs107	4564769	-3390797
prs108	8361924	-2334165
prs109	6739924	-1744155
prs110	9820429	346808
prs111	7093392	-2893820
prs112	341420	-3721801
prs113	314547	594823
prs114	4285115	-4109658
prs115	9289867	-858805
prs116	3007281	-1066204
prs117	5302783	3206021
prs118	5124739	639225
prs119	5619198	3841873
prs120	7463625	2079870
prs121	5608550	-356041
prs122	7622954	1932303
prs123	6230584	-2424037
prs124	1196047	-709272
prs125	8894322	4231921
prs126	8686063	3109711
prs127	1602882	-3439723
prs128	1636486	-2293365
prs129	4770370	-1490860
prs130	6868333	-4140940
prs131	8205671	2729777
prs132	7678284	4031369
prs133	5922004	-2034536
prs134	6826411	4359207
prs135	5228773	3395262
prs136	5417289	2132271
prs137	4799645	2000131
prs138	1833822	2560074
prs139	8967212	-3991074
prs140	1992041	4658203
prs141	4876205	405384
prs142	3183380	2047508
prs143	661860	-1360215
prs144	2539935	-1066795
prs145	7570069	1783620
prs146	7868272	-4355075
prs147	8144241	140925
prs148	9494238	-565411
prs149	4045524	2481010
prs150	7847697	4741012
prs151	4830157	-3186486
prs152	7677117	1945445
prs153	909309	3846591
prs154	2727938	1397267
prs155	4502831	-3785696
prs156	4614371	9816
prs157	2223057	-3942911
prs158	7436469	2125800
prs159	511902	-4952583
prs160	6145185	-3096850
prs161	1728945	-4168997
prs162	8254828	-4417947
prs163	1240782	-2300661
prs164	6941987	-2039740
prs165	6753538	3386075
prs166	8629869	1254667
prs167	1628010	-2061339
prs168	4259547	4293878
prs169	7186093	-3007004
prs170	8531888	-4777843
prs171	4615252	86228
prs172	371316	-2161195
prs173	6974113	-190503
prs174	8214716	-1175597
prs175	8416701	-3897349
prs176	8568823	-591231
prs177	8271873	-1102498
prs178	2790924	274901
prs179	4707114	298127
prs180	5707761	-4552387
prs181	4123928	-4715541
prs182	6655297	634701
prs183	9063928	3299182
prs184	3274908	4738314
prs185	1041581	-237153
prs186	2137500	2649857
prs187	4678847	4266746
prs188	63348	-874764
prs189	4435771	4757174
prs190	6251136	3207182
prs191	5079155	2817385
prs192	2350361	-2088431
prs193	223060	4090283
prs194	1110577	461373
prs195	3807191	1097862
prs196	4807491	-1538682
prs197	9276402	4054784
prs198	2968620	2564457
prs199	8187649	-4578154
prs200	8506891	-3129709
prs201	5561978	-4478798
prs202	413849	-606020
prs203	7805595	629430
prs204	3376144	-3790482
prs205	7414848	-1744034
prs206	9595676	-418017
prs207	7460636	-2659074
prs208	1300769	-4315155
prs209	2207080	3637627
prs210	6643373	-3710188
prs211	3066281	-4657715
prs212	6459767	4001663
prs213	2148193	1758310
prs214	529101	-1646370
prs215	6678276	3041623
prs216	3939179	3876553
prs217	9459138	2487467
prs218	2250987	-2448537
prs219	293546	623573
prs220	5578810	-3874241
prs221	6900781	-1429116
prs222	3742473	3856392
prs223	3436211	2563254
prs224	4107272	-1706822
prs225	480224	-4035306
prs226	2555505	-2664782
prs227	1992792	-4413540
prs228	1233920	-4561073
prs229	2380946	-4184780
prs230	822191	4631142
prs231	6948558	3038968
prs232	9802281	-1583427
prs233	6805698	1856106
prs234	9435182	2208019
prs235	2106434	-740447
prs236	3518	-466439
prs237	3234791	-3141927
prs238	959940	-3673949
prs239	5385664	4978875
prs240	4893948	4580872
prs241	3131691	4088840
prs242	1070477	-4582081
prs243	1590357	-1305686
prs244	5846724	2646108
prs245	5944491	760387
prs246	6703260	-4886781
prs247	1268577	-2510632
prs248	4237172	-633547
prs249	3128640	-2730694
prs250	8285119	361357
prs251	3098480	4096900
prs252	201186	2559942
prs253	1084200	-3207711
prs254	9391832	-2832253
prs255	3155719	-896918
prs256	107025	-1423605
prs257	4335184	3842868
prs258	7176899	-4414894
prs259	949397	-2563950
prs260	9496968	-4468546
prs261	5709522	1197163
prs262	4245085	-3701535
prs263	2268164	-3798896
prs264	3482149	2733417
prs265	5221942	-4968264
prs266	9908708	1545091
prs267	7342928	-1618695
prs268	8956534	-4401884
prs269	9517823	-4478963
prs270	4097516	-3203759
prs271	2348831	3358526
prs272	149114	3280308
prs273	5878302	-4501136
prs274	8138949	4969193
prs275	5497997	-3622575
prs276	8872680	2539472
prs277	9991021	-3191676
prs278	7730410	1929962
prs279	2503439	3391156
prs280	8958815	682125
prs281	1142319	-1334257
prs282	4143663	-4328153
prs283	3138648	1716829
prs284	2412270	4522109
prs285	6710063	4246729
prs286	7090163	4945956
prs287	3136827	1922104
prs288	8359169	-3096073
prs289	5735896	-2252042
prs290	4385919	-4583187
prs291	5292682	4307513
prs292	3540517	1129127
prs293	1756143	1999877
prs294	1607688	-4087149
prs295	5047562	4689301
prs296	5846491	942031
prs297	9956544	-964546
prs298	2523586	1437185
prs299	4761144	3324647
prs300	9922208	607347
prs301	2394472	1847945
prs302	107747	4681737
prs303	8551034	-2180199
prs304	1725861	3129216
prs305	324883	938354
prs306	9102869	-1564187
prs307	4981846	-4179221
prs308	9612393	-64196
prs309	9678795	-93582
prs310	1194828	-3227671
prs311	3482623	-2673686
prs312	2907864	3211078
prs313	9780872	-4961647
prs314	7577449	672946
prs315	8474022	-2626860
prs316	1559800	4816168
prs317	9501292	2707743
prs318	4836493	2003909
prs319	9452425	-858326
prs320	1194924	-2211266
prs321	4866216	-4975117
prs322	7890203	2162130
prs323	2745835	328789
prs324	8630017	-3571987
prs325	5517820	4305608
prs326	5370759	-3238593
prs327	4849148	-1579040
prs328	8079831	548166
prs329	2548873	-1870406
prs330	4929563	137153
prs331	6495525	2007791
prs332	9062930	3579685
prs333	8432469	-3129441
prs334	7301431	-2139727
prs335	2886677	450592
prs336	6595591	4516495
prs337	2964363	1109950
prs338	486860	272500
prs339	7727128	3653720
prs340	9544133	4690431
prs341	944378	-3972172
prs342	7814598	-1430770
prs343	8325206	2240209
prs344	5719030	1121230
prs345	2316489	4853953
prs346	9316809	-4229501
prs347	4128923	4563046
prs348	7163931	1175108
prs349	360388	-286714
prs350	3196886	1775206
prs351	6972328	2892203
prs352	8134418	-1092680
prs353	3299229	4019515
prs354	980892	-632219
prs355	9556114	-2525282
prs356	9954644	522221
prs357	3837815	4801072
prs358	8942686	2120623
prs359	6357530	-952194
prs360	9909895	3922957
prs361	804765	2790916
prs362	659723	-1428750
prs363	4519767	-4593077
prs364	507299	2524483
prs365	835721	2152963
prs366	1622177	-2615171
prs367	398334	-3353093
prs368	1579096	4574773
prs369	7252177	-2165907
prs370	1594639	3821754
prs371	4818523	1722365
prs372	6538576	2891769
prs373	2399138	1384628
prs374	3208358	4629308
prs375	6294077	-3266520
prs376	4227748	3832752
prs377	8105199	1197208
prs378	7733756	-3179019
prs379	61566	-748173
prs380	8382171	-3678459
prs381	320251	3041884
prs382	6994582	-4597331
prs383	1819342	1362470
prs384	6372696	-302100
prs385	9750718	4606253
prs386	4824025	3018833
prs387	5120050	-3710175
prs388	7360083	2720723
prs389	1478841	278947
prs390	3045102	165187
prs391	7356316	-3490911
prs392	1015371	808087
prs393	3952516	3066466
prs394	1229258	-3479907
prs395	6354642	1243347
prs396	8809971	-3025578
prs397	2406470	292019
prs398	6438205	4309018
prs399	912164	4379396
prs400	774384	-1804970
prs401	681302	-2781610
prs402	281507	-4480723
prs403	3569284	4583629
prs404	4062055	-967251
prs405	8450052	-2024137
prs406	3451782	-3490528
prs407	3514231	1675390
prs408	2526930	2663016
prs409	8820738	-677456
prs410	1302500	4519809
prs411	3639538	-932927
prs412	8446940	-1290766
prs413	6574697	-2099696
prs414	8815093	3928875
prs415	9276481	-1548241
prs416	6541177	331242
prs417	8254432	2223437
prs418	8121092	3684927
prs419	3735783	-1832948
prs420	5996433	-3734066
prs421	7810514	4511176
prs422	4346285	-1432003
prs423	6610065	2023633
prs424	5073202	-2854976
prs425	8304147	255597
prs426	952497	-1591450
prs427	1658738	-3067023
prs428	9871468	-3996744
prs429	7000750	4045022
prs430	285839	404313
prs431	7915439	288249
prs432	9688215	-3804556
prs433	4644042	2751645
prs434	7595271	818346
prs435	8880151	-2336920
prs436	222884	-2838437
prs437	9558097	161734
prs438	7583747	-711745
prs439	2748877	-1093137
prs440	9816852	-2536654
prs441	8825440	-2473495
prs442	4186330	225048
prs443	5607899	3816469
prs444	4878307	2618030
prs445	8542614	380172
prs446	2177652	-4118635
prs447	3480849	-2229103
prs448	8148979	992335
prs449	3078559	2263231
prs450	5368161	3141019
prs451	4680770	1870031
prs452	8879192	246410
prs453	1874210	1937521
prs454	6141464	-1604584
prs455	9877044	3873312
prs456	3001183	1377289
prs457	2366407	4436825
prs458	9357208	-603597
prs459	7671688	-721626
prs460	619379	890706
prs461	3703447	-2741301
prs462	6075049	-404288
prs463	9058959	472910
prs464	7405151	-3378558
prs465	4885350	4409798
prs466	7756131	-3655881
prs467	9572694	-1255977
prs468	3824488	4921961
prs469	2845419	3393564
prs470	2285538	-1749880
prs471	9446130	-2276433
prs472	552359	4792213
prs473	5286451	317253
prs474	3004219	-1321125
prs475	6623652	-793056
prs476	9133478	-1012747
prs477	6349848	-3056125
prs478	6849264	4725112
prs479	9111369	4531844
prs480	4796562	-3956095
prs481	1227049	262429
prs482	1409942	3638657
prs483	6977359	4072351
prs484	9650788	-2930789
prs485	5109414	4891109
prs486	2271210	950135
prs487	7029471	-3975288
prs488	2544321	-4100783
prs489	9581192	1342175
prs490	4191877	2370723
prs491	9265580	826475
prs492	8924321	4835490
prs493	91922	-3487013
prs494	9170769	1355132
prs495	8981598	-2893283
prs496	2526645	4880464
prs497	3588429	4095244
prs498	5833059	-3036880
prs499	4530868	2973540
prs500	5223554	-1465004
prs501	359102	4070619
prs502	8891462	3141125
prs503	7273134	-3224585
prs504	1761649	-2359092
prs505	7578080	-1744613
prs506	3161379	582901
prs507	1226151	-1928344
prs508	5487130	3094491
prs509	6915563	4079826
prs510	1512201	4210977
prs511	2742034	3455073
prs512	1041830	313968
prs513	7275070	826279
prs514	1385281	4351762
prs515	8011815	-1648834
prs516	4183074	-2240144
prs517	2246026	1713760
prs518	5243764	-2146379
prs519	580090	-2766692
prs520	1833134	4902612
prs521	7433021	4818777
prs522	4161577	1041511
prs523	1791545	2147625
prs524	6622987	3234800
prs525	7087125	-3992400
prs526	5156692	3474874
prs527	7868350	-3134773
prs528	5992707	-3287726
prs529	2367773	4235321
prs530	242040	-2272946
prs531	6212257	-3910191
prs532	916418	-4978646
prs533	1220012	557971
prs534	6426063	4606403
prs535	5695473	1564909
prs536	2975122	1234773
prs537	3758841	3762836
prs538	7304322	3761152
prs539	2128733	4998489
prs540	1567868	-1141666
prs541	5184307	499844
prs542	1869333	2474404
prs543	5310391	-3645147
prs544	4788500	2441695
prs545	2396383	-4398255
prs546	5747404	-1004842
prs547	9162737	-3501602
prs548	5193290	-767296
prs549	7546510	4881843
prs550	9009703	-746303
prs551	4009683	-326187
prs552	1149597	2557778
prs553	866275	3122973
prs554	2849962	-3028789
prs555	9477749	2731476
prs556	905755	-253466
prs557	2683733	4719366
prs558	8904525	-4850858
prs559	6706259	-4450121
prs560	3561586	180120
prs561	8381693	-4184360
prs562	7225887	-4156779
prs563	4244019	-488597
prs564	6629111	-4801023
prs565	2477924	3217596
prs566	1970610	-1120437
prs567	8176731	-762890
prs568	7996797	1136420
prs569	2986639	1044059
prs570	3790980	-1957482
prs571	4728456	-2565837
prs572	8223648	-3390538
prs573	7340869	-864219
prs574	6428608	-4055629
prs575	3461247	3724370
prs576	5706372	2272247
prs577	7769072	-2996628
prs578	5335298	-3216287
prs579	6507311	4214602
prs580	1467186	1324140
prs581	6100855	4613663
prs582	186448	-3615133
prs583	9277996	-2268278
prs584	7996756	-1416024
prs585	7504183	-2400268
prs586	3321094	-2433651
prs587	6360791	2252277
prs588	2439929	2760543
prs589	5710358	3203170
prs590	8167625	-4404499
prs591	7351962	-822813
prs592	4902049	4458845
prs593	2179704	-4224136
prs594	2344477	-980819
prs595	717075	3355313
prs596	990158	4750598
prs597	9620079	-2000815
prs598	9927457	1299445
prs599	2655146	1481103
prs600	4830992	847359
prs601	1308862	2575143
prs602	2626938	4580226
prs603	9632657	-2465726
prs604	6758112	2552160
prs605	856726	1550176
prs606	5188034	-3043109
prs607	3350776	-2485523
prs608	4029933	-2535505
prs609	7753371	3467510
prs610	8209380	-3985148
prs611	8337565	-3585256
prs612	7573158	-56490
prs613	5866362	-1542894
prs614	4714406	-4673074
prs615	9801099	4428942
prs616	6563228	-3697512
prs617	5851612	-3767677
prs618	9490370	744845
prs619	2940046	3789553
prs620	8718452	-1536256
prs621	2691896	2862819
prs622	8905710	-1514496
prs623	8319324	7814
prs624	9567553	-606875
prs625	5129410	-899476
prs626	6459475	4602929
prs627	7919001	-1752772
prs628	6674331	20985
prs629	4306171	817090
prs630	3311936	-4704803
prs631	3202373	3521259
prs632	1963866	2937889
prs633	3734599	84475
prs634	9870089	2568450
prs635	8704088	-3165759
prs636	6477295	4454514
prs637	731542	-2719463
prs638	1275425	-2788116
prs639	9975522	2027565
prs640	4487749	3769686
prs641	5345916	3774373
prs642	9954370	4787903
prs643	9765080	-1843857
prs644	404449	-1005798
prs645	4180247	2277133
prs646	4100475	3932888
prs647	8630527	-2235594
prs648	5590477	3205138
prs649	8818092	-994554
prs650	3111709	1367034
prs651	9796867	-2149015
prs652	858572	-4477991
prs653	8356808	-4931177
prs654	8174227	1181247
prs655	7964717	-841161
prs656	284146	3799440
prs657	8353526	4489983
prs658	3562069	-4738854
prs659	9687372	-94167
prs660	2842778	-4197787
prs661	2641052	281712
prs662	2293011	2824254
prs663	4909710	-1882616
prs664	5731426	-1182711
prs665	8942347	4775696
prs666	9151298	2686415
prs667	9232264	1007574
prs668	4832453	-1901
prs669	3724749	2154014
prs670	8979687	1705563
prs671	2026052	4250414
prs672	750225	888427
prs673	4224648	1698585
prs674	3099452	-2910098
prs675	8527539	-513198
prs676	9266081	1797850
prs677	5856236	-510732
prs678	6727476	-3690047
prs679	4612823	2954024
prs680	2320278	1086744
prs681	1931932	4485153
prs682	2688658	3172308
prs683	6526128	1373387
prs684	3885828	4520386
prs685	2942134	-3103899
prs686	2173648	1655359
prs687	6813825	2340618
prs688	130979	-2035039
prs689	449602	475939
prs690	3076576	-4835962
prs691	3778106	4524667
prs692	188056	-1522056
prs693	1181739	2203772
prs694	8085393	-901631
prs695	5781767	-2459812
prs696	9879176	3520946
prs697	2335296	-2857929
prs698	8491788	-1301342
prs699	1588688	-1480127
prs700	9516264	-1155032
prs701	8341722	4847844
prs702	4598201	-857908
prs703	2848430	-1158624
prs704	598711	-2061945
prs705	2945305	-2281057
prs706	9112325	2158294
prs707	5846226	1725154
prs708	6438323	1605887
prs709	7415033	2675749
prs710	1493045	-1026892
prs711	9483832	-3247099
prs712	2985539	-1642063
prs713	532091	2286828
prs714	2618184	-3373053
prs715	8446441	-2623570
prs716	2960807	1084057
prs717	8205122	1732269
prs718	2249216	-610578
prs719	6573357	3808235
prs720	5392736	3487134
prs721	7035590	1248256
prs722	5267734	-4259366
prs723	8507600	998408
prs724	5802714	1808371
prs725	224507	-460788
prs726	8685104	-4869311
prs727	5054176	-3280202
prs728	1509551	-1059482
prs729	9699057	-3918127
prs730	5414756	-1478416
prs731	2167064	4541249
prs732	1950952	1570758
prs733	2025153	3734386
prs734	8334350	-565872
prs735	2844963	-543714
prs736	2905425	-4756171
prs737	6642354	3361901
prs738	9210052	-3087865
prs739	9579974	-2976328
prs740	4135887	4506659
prs741	383067	2438197
prs742	5817451	-1589624
prs743	3691275	-3208327
prs744	1376033	-1520863
prs745	1095400	3046469
prs746	7597855	3118434
prs747	5217786	249265
prs748	9597994	-237299
prs749	6433168	-2696885
prs750	1308471	843293
prs751	7125824	1489114
prs752	3807381	2597392
prs753	8856748	-129764
prs754	5862756	323219
prs755	7610293	4162099
prs756	9523221	-3617687
prs757	6782676	-4647138
prs758	1430116	3311873
prs759	1031168	-1310223
prs760	2936767	2403866
prs761	2452404	-3283066
prs762	2291549	192442
prs763	5521745	3446928
prs764	1644193	-2060126
prs765	1667860	1940231
prs766	7873324	-2866178
prs767	3101355	3759980
prs768	3852797	-540987
prs769	2339469	-2204164
prs770	8778797	-4325284
prs771	3084198	-3910008
prs772	8450722	-3358713
prs773	6466264	1607565
prs774	3268135	-3691210
prs775	1172259	2355258
prs776	5237547	-2390630
prs777	3490049	-2367725
prs778	5722028	944016
prs779	3181349	4492424
prs780	8189311	4270525
prs781	7854336	-1309783
prs782	6560935	-1457608
prs783	2405274	-3624263
prs784	932222	-1925865
prs785	4082461	1736190
prs786	9629508	4088629
prs787	5142689	4188232
prs788	8863663	-1267647
prs789	3228175	-2092618
prs790	6782929	-4119433
prs791	6084196	1038474
prs792	9224443	1376938
prs793	3702327	772172
prs794	3781645	-4315539
prs795	121171	2680416
prs796	1183625	-770604
prs797	1340156	2164975
prs798	8926127	-305999
prs799	9320113	-1463996
prs800	7865158	-4828716
prs801	9929607	3619385
prs802	9043990	-3752785
prs803	9566459	3341332
prs804	1566847	1698387
prs805	763776	2150795
prs806	6741311	-1639158
prs807	8454960	-3552515
prs808	5209433	-3650317
prs809	2094732	2414482
prs810	9713849	-3538518
prs811	8944500	-855744
prs812	3370754	-3724968
prs813	8520377	1192180
prs814	890847	-4446044
prs815	5380681	-1535229
prs816	3416950	-851974
prs817	3145768	-3868288
prs818	4278673	-2166597
prs819	731966	3061502
prs820	2392775	-4031822
prs821	2117182	3411900
prs822	5862977	-1594455
prs823	2970614	-546516
prs824	405676	3340857
prs825	3583522	-2575127
prs826	8608374	-4651709
prs827	8362252	-3694070
prs828	2495441	4498416
prs829	2913989	1177176
prs830	1009486	-2253084
prs831	5620714	-1761469
prs832	9725497	4350728
prs833	1548822	3638345
prs834	5595131	-2071816
prs835	1592675	-3048750
prs836	2390066	87170
prs837	5302044	1350248
prs838	5720564	413879
prs839	3928179	-2896271
prs840	6596395	-1575634
prs841	1430450	1690234
prs842	7583882	3985157
prs843	4992052	4939043
prs844	5393326	-1315560
prs845	291697	3134806
prs846	7312768	4902252
prs847	6449922	-3786586
prs848	1473052	-2771908
prs849	8793754	93770
prs850	336022	-2582630
prs851	3725297	-1918727
prs852	7898404	2988894
prs853	4089054	1324897
prs854	2457576	1735183
prs855	7895391	3037114
prs856	9025415	-4079453
prs857	3265034	-4510960
prs858	3761138	628269
prs859	1953414	4248349
prs860	6394615	595155
prs861	5836174	4636
prs862	5973619	-2069076
prs863	1719166	-2295562
prs864	7845391	3161070
prs865	7511972	-1841390
prs866	6753451	-1800600
prs867	8463404	3770080
prs868	6426497	-1870271
prs869	4466152	3035576
prs870	7939271	189160
prs871	5340196	-3841712
prs872	8422904	1529870
prs873	9753116	2053972
prs874	3637820	359956
prs875	1324586	1778742
prs876	3332658	-2354838
prs877	2541571	2277481
prs878	6775466	-1411183
prs879	6517826	-2751792
prs880	9264877	1483309
prs881	8714901	-4805289
prs882	8002708	-3028114
prs883	3113341	-4410254
prs884	5390699	-1255148
prs885	4518712	1095605
prs886	5238469	633269
prs887	8753237	-4646361
prs888	2107644	4754088
prs889	6292289	453476
prs890	6059089	-65876
prs891	6772905	4461088
prs892	2733272	2084361
prs893	8842118	1130607
prs894	5196904	-2972909
prs895	5978730	-1359031
prs896	7506844	415604
prs897	661854	-4927570
prs898	16920	322352
prs899	2078981	3217071
prs900	6383466	144690
prs901	9963572	-846751
prs902	4088595	3824239
prs903	3684253	4957809
prs904	59331	-4066950
prs905	6302620	1017371
prs906	7232232	543614
prs907	5771477	-2685465
prs908	7229078	-4984265
prs909	1374944	2311603
prs910	796053	3773066
prs911	3192132	4774393
prs912	5007356	810416
prs913	8409662	2087244
prs914	3662877	-751466
prs915	3724431	-4916879
prs916	1944978	-4984435
prs917	2795089	-1385277
prs918	8985588	-2062441
prs919	8774988	-3015525
prs920	5047509	-3392449
prs921	4748736	-3659899
prs922	4820970	376939
prs923	9827089	813114
prs924	9310304	2075233
prs925	8971000	-1227624
prs926	3694513	-4328638
prs927	8971920	-2558872
prs928	430737	1808728
prs929	5660006	96972
prs930	9356547	-2017423
prs931	1361401	-1976175
prs932	7348893	4864148
prs933	7718063	2978086
prs934	1841931	4143192
prs935	4044139	-3210663
prs936	5579146	-4242422
prs937	9086986	2438144
prs938	5921038	-4115874
prs939	3167953	4064676
prs940	6839705	4801156
prs941	8783785	4010853
prs942	7215569	-245584
prs943	3734639	-1397022
prs944	8032464	3491354
prs945	2510397	4532684
prs946	2334509	-4572526
prs947	4641666	606259
prs948	33145	-1228941
prs949	5497915	3410074
prs950	8684106	952569
prs951	1954843	-1657783
prs952	266520	-1267344
prs953	579096	-906449
prs954	5279597	-2587058
prs955	6006945	-4768015
prs956	5853979	1816070
prs957	5376732	-4362894
prs958	1493330	-1137009
prs959	3849549	1891299
prs960	800822	3881451
prs961	6803047	1452725
prs962	660748	3019623
prs963	3023512	-4254653
prs964	5811436	-3034574
prs965	9089388	-2261111
prs966	2709124	-4932742
prs967	1748161	1085182
prs968	2089774	-3340333
prs969	7151637	-259618
prs970	6905558	247324
prs971	8701874	-2146922
prs972	8677335	1868948
prs973	7698633	2266100
prs974	2121378	1719870
prs975	6591579	-1356479
prs976	8107441	4635882
prs977	5347448	3460918
prs978	3309858	4782428
prs979	6631534	-4154327
prs980	9056138	-1735126
prs981	6594055	945364
prs982	6492429	3314473
prs983	5554169	-1052283
prs984	3503919	1781673
prs985	8960153	-326841
prs986	8861310	-4494786
prs987	2879179	2784352
prs988	8677242	-4670880
prs989	9452211	4994355
prs990	6376796	-4202421
prs991	6880972	-938912
prs992	9811046	-4225874
prs993	2323089	3491534
prs994	7735880	3162562
prs995	2801771	-4701193
prs996	9372822	-2423967
prs997	2372537	-2278312
prs998	7766141	811277
prs999	9416224	-4355954
prs1000	1080021	-3093319
prs1001	6876040	-2090790
prs1002	2222701	2285751
prs1003	6731247	-2095294
prs1004	4830173	2410048
prs1005	5709765	3768752
prs1006	382335	-3986284
prs1007	7901858	3465981
prs1008	5638876	3759197
prs1009	2951316	-4797358
prs1010	6931046	-2628171
prs1011	9435179	1534821
prs1012	2950594	-4076545
prs1013	2748588	-2744048
prs1014	3876908	-284187
prs1015	4571442	1954647
prs1016	850747	3182433
prs1017	3671979	3308602
prs1018	9001582	2503849
prs1019	2404460	4648840
prs1020	1146086	-1258819
prs1021	2118525	486522
prs1022	2378656	2517722
prs1023	1278905	-2392201
prs1024	3835742	-2985950
prs1025	8401799	-370596
prs1026	5106648	691566
prs1027	2198717	1296242
prs1028	6089969	-164250
prs1029	4088798	2045528
prs1030	7902154	2990120
prs1031	5091727	952875
prs1032	6805117	-1282382
prs1033	8476695	-3489348
prs1034	8504556	3641279
prs1035	6068536	1948632
prs1036	8367241	3699231
prs1037	3578511	-3985983
prs1038	4563921	-4573911
prs1039	383592	-2632151
prs1040	2069363	3000944
prs1041	2765827	3908624
prs1042	2200901	-2684981
prs1043	4889710	3092605
prs1044	8774718	2277028
prs1045	8915673	-4572778
prs1046	9595480	-3496186
prs1047	3441200	-1509511
prs1048	3614731	-4276800
prs1049	1511943	3417949
prs1050	9910031	-4785649
prs1051	6456565	-715817
prs1052	6815395	-98994
prs1053	1027678	553749
prs1054	4597910	2390146
prs1055	3721473	7926
prs1056	2839338	2275199
prs1057	6391226	-301989
prs1058	1953161	897644
prs1059	7317856	-1231086
prs1060	9096055	-1154506
prs1061	3230004	-1747658
prs1062	8821950	-2031391
prs1063	2876759	-3418234
prs1064	174376	-2357261
prs1065	3421366	804939
prs1066	4066856	-4735467
prs1067	1682350	-204806
prs1068	3976618	-508265
prs1069	2648968	-3695498
prs1070	3334732	-59919
prs1071	8876424	3510879
prs1072	6085338	-455643
prs1073	4074365	371563
prs1074	4279877	406344
prs1075	921256	4119418
prs1076	4948477	2574018
prs1077	5199108	-1685413
prs1078	1079642	-3141192
prs1079	95042	1148802
prs1080	5686626	1653536
prs1081	9762040	-4019891
prs1082	5620077	3729093
prs1083	153254	-3718645
prs1084	8197126	-61237
prs1085	2312621	-673677
prs1086	4634865	-4172104
prs1087	2738523	-2134237
prs1088	1263084	2008651
prs1089	7638707	1105151
prs1090	9188802	-3823991
prs1091	7388951	-3697957
prs1092	5303275	-1549959
prs1093	4767086	-1448070
prs1094	1581240	-4458440
prs1095	5561064	296694
prs1096	754331	202368
prs1097	5159296	5125
prs1098	5625841	-4111935
prs1099	9675125	-1210672
prs1100	5523576	-2022522
prs1101	7435221	-3229046
prs1102	7303776	-1948957
prs1103	7136884	1449845
prs1104	1522431	-3028612
prs1105	8084609	3370613
prs1106	5249324	4416209
prs1107	7062518	927487
prs1108	1089380	2035638
prs1109	214858	4910293
prs1110	7078209	-4103813
prs1111	1511449	-686287
prs1112	9187884	4548314
prs1113	8921942	4073282
prs1114	1617837	2502427
prs1115	8414262	3902265
prs1116	9063633	-2606795
prs1117	2958210	1894901
prs1118	7647637	2917928
prs1119	1579495	-3312699
prs1120	8480607	3070458
prs1121	2384134	-267198
prs1122	2577720	-596034
prs1123	7424741	4495150
prs1124	8463816	3426920
prs1125	6150340	-1953944
prs1126	4586665	-3398257
prs1127	2888812	-2309529
prs1128	1194467	1313800
prs1129	1628764	-1038463
prs1130	9164259	2766363
prs1131	5130254	2934787
